comp_name,tittle_job,tittle_url
Công Ty Cổ Phần Vận Tải Hàng Không Miền Nam (Satsco),Tài Xế,https://www.vietnamworks.com/tai-xe-62-1646493-jv/?source=searchResults&searchType=2&placement=1651143&sortBy=date
"VINA Atm Co., Ltd",Documentation Staff,https://www.vietnamworks.com/documentation-staff-43-1646502-jv/?source=searchResults&searchType=2&placement=1651152&sortBy=date
"AAC Technologies Viet Nam Co.,ltd",Kỹ Sư EHS Biết Tiếng Trung,https://www.vietnamworks.com/ky-su-ehs-biet-tieng-trung-1646495-jv/?source=searchResults&searchType=2&placement=1651145&sortBy=date
Tập Đoàn Tân Á Đại Thành,Chuyên Viên Kiểm Soát Nội Bộ,https://www.vietnamworks.com/chuyen-vien-kiem-soat-noi-bo-238-1646492-jv/?source=searchResults&searchType=2&placement=1651142&sortBy=date
"Cargo - Partner Logistics Viet Nam Co., Ltd.",Branch Manager,https://www.vietnamworks.com/branch-manager-75-1-1646490-jv/?source=searchResults&searchType=2&placement=1651190&sortBy=date
Chi Nhánh Công Ty TNHH KPMG,"Assistant Manager, Finance Management",https://www.vietnamworks.com/assistant-manager-finance-management-1-1-1646483-jv/?source=searchResults&searchType=2&placement=1651183&sortBy=date
Công Ty Cổ Phần Truyền Thông Sunrise,Chuyên Viên Tổ Chức Sản Xuất Chương Trình Truyền Hình,https://www.vietnamworks.com/chuyen-vien-to-chuc-san-xuat-chuong-trinh-truyen-hinh-2-1-1-1646486-jv/?source=searchResults&searchType=2&placement=1651186&sortBy=date
Page Group Vietnam,Corporate Affairs Manager (Tobacco),https://www.vietnamworks.com/corporate-affairs-manager-tobacco-1646487-jv/?source=searchResults&searchType=2&placement=1651187&sortBy=date
Navigos Search,[HN/HCM $2000 - $2400] Sales Manager (Fashion/cosmetic/luxury Goods),https://www.vietnamworks.com/hn-hcm-2000-2400-sales-manager-fashion-cosmetic-luxury-goods-1646485-jv/?source=searchResults&searchType=2&placement=1651185&sortBy=date
Grant Thornton (Vietnam) Limited,Experienced Accountant,https://www.vietnamworks.com/experienced-accountant-1-1-1-1-1-1646479-jv/?source=searchResults&searchType=2&placement=1651179&sortBy=date
Công Ty Cổ Phần BB Group,Kế Toán Trưởng,https://www.vietnamworks.com/ke-toan-truong-3091-1646435-jv/?source=searchResults&searchType=2&placement=1651135&sortBy=date
Kinderworld International Group,Web Developer,https://www.vietnamworks.com/web-developer-304-1646458-jv/?source=searchResults&searchType=2&placement=1651158&sortBy=date
Công Ty Cổ Phần Hóa Dầu Yên Hưng,Financial Manager,https://www.vietnamworks.com/financial-manager-17-1646323-jv/?source=searchResults&searchType=2&placement=1651023&sortBy=date
Ngân Hàng Thương Mại Cổ Phần Bưu Điện Liên Việt (Lienvietpostbank),Khối Công Nghệ Thông Tin - Chuyên Viên Quản Trị Ứng Dụng CoreBanking,https://www.vietnamworks.com/khoi-cong-nghe-thong-tin-chuyen-vien-quan-tri-ung-dung-corebanking-1-1-1-1-2-1-1-1-1646475-jv/?source=searchResults&searchType=2&placement=1651175&sortBy=date
Ngân Hàng Thương Mại Cổ Phần Bưu Điện Liên Việt (Lienvietpostbank),HO - Khối Công Nghệ Thông Tin - Chuyên Viên Ban Quản Lý và Tham Số Sản Phẩm Hệ Thống Corebanking,https://www.vietnamworks.com/ho-khoi-cong-nghe-thong-tin-chuyen-vien-ban-quan-ly-va-tham-so-san-pham-he-thong-corebanking-1-1-1-1-1646472-jv/?source=searchResults&searchType=2&placement=1651172&sortBy=date
"Trieu Loan, LTD",Loan Processor,https://www.vietnamworks.com/loan-processor-2-1-1-1-1646455-jv/?source=searchResults&searchType=2&placement=1651155&sortBy=date
Ngân Hàng Thương Mại Cổ Phần Bưu Điện Liên Việt (Lienvietpostbank),HO - Khối Công Nghệ Thông Tin - Chuyên Viên Ban Tích Hợp Dữ Liệu và Báo Cáo,https://www.vietnamworks.com/ho-khoi-cong-nghe-thong-tin-chuyen-vien-ban-tich-hop-du-lieu-va-bao-cao-1-1-1-1-1646471-jv/?source=searchResults&searchType=2&placement=1651171&sortBy=date
Cargill Vietnam,Trade Product Control Senior Analyst,https://www.vietnamworks.com/trade-product-control-senior-analyst-1646465-jv/?source=searchResults&searchType=2&placement=1651165&sortBy=date
Garden Estate Furniture Manufacturing,General Accountant,https://www.vietnamworks.com/general-accountant-1144-1646454-jv/?source=searchResults&searchType=2&placement=1651154&sortBy=date
Navigos Search's Client,Customer Service (Japanese Company - Open for Fresh),https://www.vietnamworks.com/customer-service-japanese-company-open-for-fresh-1646377-jv/?source=searchResults&searchType=2&placement=1651077&sortBy=date
VietnamWorks' Client,Credit Admin,https://www.vietnamworks.com/credit-admin-3-1646453-jv/?source=searchResults&searchType=2&placement=1651153&sortBy=date
Công Ty TNHH Techtronic Industries Việt Nam Manufacturing,SQE Engineer/ SQE Supervisor,https://www.vietnamworks.com/sqe-engineer-sqe-supervisor-1646451-jv/?source=searchResults&searchType=2&placement=1651151&sortBy=date
Công Ty TNHH Liteon Việt Nam,Nhân Viên Quản Lý Dự Án - Project Management,https://www.vietnamworks.com/nhan-vien-quan-ly-du-an-project-management-1629967-jv/?source=searchResults&searchType=2&placement=1634667&sortBy=date
CJ Vina Agri,Head of HR,https://www.vietnamworks.com/head-of-hr-26-1642672-jv/?source=searchResults&searchType=2&placement=1647372&sortBy=date
Công Ty Cổ Phần Thời Trang Và Mỹ Phẩm Duy Anh (Dafc),Brand Marketing (Supervisor/assistant Manager),https://www.vietnamworks.com/brand-marketing-supervisor-assistant-manager-1642679-jv/?source=searchResults&searchType=2&placement=1647379&sortBy=date
APL Logistics Vietnam Company Limited,[HCM] - Logistics Process Engineering/ Logistics Solutions,https://www.vietnamworks.com/hcm-logistics-process-engineering-logistics-solutions-1640103-jv/?source=searchResults&searchType=2&placement=1644803&sortBy=date
Công Ty Cổ Phần Thời Trang Và Mỹ Phẩm Duy Anh (Dafc),Quản Lý Cửa Hàng Thời Trang Cao Cấp (Store Manager),https://www.vietnamworks.com/quan-ly-cua-hang-thoi-trang-cao-cap-store-manager-1642677-jv/?source=searchResults&searchType=2&placement=1647377&sortBy=date
Page Group Vietnam,Immigration Consultant,https://www.vietnamworks.com/immigration-consultant-19-1646448-jv/?source=searchResults&searchType=2&placement=1651148&sortBy=date
Công Ty Cổ Phần Chứng Khoán SSI,Chuyên Viên Hỗ Trợ Ứng Dụng (Application Support Officer),https://www.vietnamworks.com/chuyen-vien-ho-tro-ung-dung-application-support-officer-3-1646446-jv/?source=searchResults&searchType=2&placement=1651146&sortBy=date
Blacktree Company Limited,Junior Designer,https://www.vietnamworks.com/junior-designer-20-1646441-jv/?source=searchResults&searchType=2&placement=1651141&sortBy=date
Công Ty Cổ Phần Công Nghệ Thành Thiên,Project Manager,https://www.vietnamworks.com/project-manager-839-1646420-jv/?source=searchResults&searchType=2&placement=1651120&sortBy=date
Navigos Search's Client,Production Technician in Long Thanh Dong Nai,https://www.vietnamworks.com/production-technician-in-long-thanh-dong-nai-1646445-jv/?source=searchResults&searchType=2&placement=1651145&sortBy=date
Navigos Search's Client,[Urgent] Project Sales for Electrical Products,https://www.vietnamworks.com/urgent-project-sales-for-electrical-products-1646443-jv/?source=searchResults&searchType=2&placement=1651143&sortBy=date
Kos Group,Customer Service | Nhân Viên Chăm Sóc Khách Hàng,https://www.vietnamworks.com/customer-service-nhan-vien-cham-soc-khach-hang-11-1646432-jv/?source=searchResults&searchType=2&placement=1651132&sortBy=date
Công Ty TNHH Giáo Dục Và Đào Tạo Ntd,Trợ Lý Quản Lý Trung Tâm,https://www.vietnamworks.com/tro-ly-quan-ly-trung-tam-1646106-jv/?source=searchResults&searchType=2&placement=1650806&sortBy=date
Công Ty Cổ Phần Tư Vấn Xây Dựng Thành Nam,Kiến Trúc Sư - Mức Lương 10 – 20 Triệu,https://www.vietnamworks.com/kien-truc-su-muc-luong-10-20-trieu-3-1-1646440-jv/?source=searchResults&searchType=2&placement=1651140&sortBy=date
Language Link Vietnam,Accountant cum Admin,https://www.vietnamworks.com/accountant-cum-admin-45-1646439-jv/?source=searchResults&searchType=2&placement=1651139&sortBy=date
De Heus LLC,Kế Toán Chi Phí (Vĩnh Phúc),https://www.vietnamworks.com/ke-toan-chi-phi-vinh-phuc-1646436-jv/?source=searchResults&searchType=2&placement=1651136&sortBy=date
Kuwait Vietnam Petrochemical Company (Kvpc),Sales Executive cum Sale Admin,https://www.vietnamworks.com/sales-executive-cum-sale-admin-1632859-jv/?source=searchResults&searchType=2&placement=1637559&sortBy=date
Công Ty Cổ Phần Investcorp 10,Kỹ Sư Xây Dựng,https://www.vietnamworks.com/ky-su-xay-dung-1097-1629825-jv/?source=searchResults&searchType=2&placement=1634525&sortBy=date
Công Ty TNHH Kỹ Thuật Trí Vinh,Kĩ Sư Điện - Tự Động Hóa,https://www.vietnamworks.com/ki-su-dien-tu-dong-hoa-4-3-1645862-jv/?source=searchResults&searchType=2&placement=1650562&sortBy=date
Công Ty TNHH Thương Mại Quốc Tế TNG,Kế Toán - Hành Chính Thời Vụ,https://www.vietnamworks.com/ke-toan-hanh-chinh-thoi-vu-1646429-jv/?source=searchResults&searchType=2&placement=1651129&sortBy=date
Công Ty TNHH Tư Vấn Và Phát Triển Giáo Dục Sarah,Giáo Viên Kinh Doanh/ Kinh Tế Học (Full-Time) (Lương Từ 15 Triệu Trở Lên),https://www.vietnamworks.com/giao-vien-kinh-doanh-kinh-te-hoc-full-time-luong-tu-15-trieu-tro-len-2-1-1-1646402-jv/?source=searchResults&searchType=2&placement=1651102&sortBy=date
Công Ty TNHH Tư Vấn Và Phát Triển Giáo Dục Sarah,Giáo Viên Tiếng Anh (Full-Time) (Lương Từ 15 Triệu Trở Lên),https://www.vietnamworks.com/giao-vien-tieng-anh-full-time-luong-tu-15-trieu-tro-len-2-1-1-1646403-jv/?source=searchResults&searchType=2&placement=1651103&sortBy=date
Công Ty TNHH Tư Vấn Và Phát Triển Giáo Dục Sarah,Giáo Viên Toán (Full-Time) (Lương Từ 15 Triệu Trở Lên),https://www.vietnamworks.com/giao-vien-toan-full-time-luong-tu-15-trieu-tro-len-2-1-1-1646404-jv/?source=searchResults&searchType=2&placement=1651104&sortBy=date
Công Ty TNHH Giáo Dục Smartlearn Thái Nguyên - Trung Tâm Ngoại Ngữ Hà Ninh,Giáo Viên Tiếng Trung,https://www.vietnamworks.com/giao-vien-tieng-trung-14-1645857-jv/?source=searchResults&searchType=2&placement=1650557&sortBy=date
"Sonion Vietnam Co., Ltd",Asia Project Procurement Leader,https://www.vietnamworks.com/asia-project-procurement-leader-1645211-jv/?source=searchResults&searchType=2&placement=1649911&sortBy=date
Masan Consumer Holdings,Chuyên Gia Kiểm Soát Tuân Thủ - Compliance / Audit Associate [Dĩ An - Bình Dương],https://www.vietnamworks.com/chuyen-gia-kiem-soat-tuan-thu-compliance-audit-associate-di-an-binh-duong-1-1-1-1-1646427-jv/?source=searchResults&searchType=2&placement=1651127&sortBy=date
Page Group Vietnam,SMT Engineer - Greenfield EMS - Central Vietnam,https://www.vietnamworks.com/smt-engineer-greenfield-ems-central-vietnam-1646422-jv/?source=searchResults&searchType=2&placement=1651122&sortBy=date
Navigos Search's Client,Trưởng Phòng Hành Chính Nhân Sự,https://www.vietnamworks.com/truong-phong-hanh-chinh-nhan-su-1066-1646421-jv/?source=searchResults&searchType=2&placement=1651121&sortBy=date
Kinderworld International GROUP,Cashier cum Office Administrator,https://www.vietnamworks.com/cashier-cum-office-administrator-3-1641398-jv/?source=searchResults&searchType=2&placement=1646098&sortBy=date
Kinderworld International GROUP,ICT Technician,https://www.vietnamworks.com/ict-technician-2-1637461-jv/?source=searchResults&searchType=2&placement=1642161&sortBy=date
Công Ty TNHH Thiết Bị Y Tế Thái Sơn( Thaisonmed),Phụ Trách Kho Và Giao Hàng Công Ty TBYT,https://www.vietnamworks.com/phu-trach-kho-va-giao-hang-cong-ty-tbyt-1642578-jv/?source=searchResults&searchType=2&placement=1647278&sortBy=date
VietnamWorks Client,[Sales Wanted] Bứt Phá Vươn Lên – 20 Chuyên Viên Kinh Doanh Cao Cấp,https://www.vietnamworks.com/sales-wanted-but-pha-vuon-len-20-chuyen-vien-kinh-doanh-cao-cap-1-1644151-jv/?source=searchResults&searchType=2&placement=1648851&sortBy=date
Công Ty Cổ Phần Sữa Việt Nam (Vinamilk),Chuyên Viên Truyền Thông Trực Tuyến (Senior Digital Marketing Executive),https://www.vietnamworks.com/chuyen-vien-truyen-thong-truc-tuyen-senior-digital-marketing-executive-2-1-1642627-jv/?source=searchResults&searchType=2&placement=1647377&sortBy=date
Công Ty Cổ Phần Truyền Thông GAPIT,Senior Designer (Hà Nội),https://www.vietnamworks.com/senior-designer-ha-noi-1633313-jv/?source=searchResults&searchType=2&placement=1638063&sortBy=date
Garmin Vietnam,HR & GA Generalist,https://www.vietnamworks.com/hr-ga-generalist-1-1645144-jv/?source=searchResults&searchType=2&placement=1649894&sortBy=date
Vipharco,"Vpdd Vipharco Pháp, Đại Diện Các Nhà Máy Dược Mỹ Phẩm Của Pháp Tuyển Dụng Vị Trí Trưởng Phòng Truyền Thông & Marketing Ngành Dược Phẩm, Tpcn, Mỹ Phẩm",https://www.vietnamworks.com/vpdd-vipharco-phap-dai-dien-cac-nha-may-duoc-my-pham-cua-phap-tuyen-dung-vi-tri-truong-phong-truyen-thong-marketing-nganh-duoc-pham-tpcn-my-pham-1-1645192-jv/?source=searchResults&searchType=2&placement=1649942&sortBy=date
The Access Group,General Accountant,https://www.vietnamworks.com/general-accountant-1143-1645355-jv/?source=searchResults&searchType=2&placement=1650105&sortBy=date
Công Ty TNHH Kimberly-Clark Việt Nam,North Sales Manager - B2B Channel,https://www.vietnamworks.com/north-sales-manager-b2b-channel-1642636-jv/?source=searchResults&searchType=2&placement=1647386&sortBy=date
Công Ty TNHH Liteon Việt Nam,Chuyên Viên Truyền Thông Nội Bộ - Internal Communication Specialist,https://www.vietnamworks.com/chuyen-vien-truyen-thong-noi-bo-internal-communication-specialist-2-1630766-jv/?source=searchResults&searchType=2&placement=1635516&sortBy=date
Công Ty TNHH Bando Vina,Tay Ninh-Garment Pattern Maker By Cad Experienced Staffs,https://www.vietnamworks.com/tay-ninh-garment-pattern-maker-by-cad-experienced-staffs-1642481-jv/?source=searchResults&searchType=2&placement=1647231&sortBy=date
Vipharco,"Vpdd Vipharco Pháp, Đại Diện Các Nhà Máy Dược Mỹ Phẩm Của Pháp Tuyển Dụng Vị Trí Nhân Viên Xuất Nhập Khẩu",https://www.vietnamworks.com/vpdd-vipharco-phap-dai-dien-cac-nha-may-duoc-my-pham-cua-phap-tuyen-dung-vi-tri-nhan-vien-xuat-nhap-khau-1-1645193-jv/?source=searchResults&searchType=2&placement=1649943&sortBy=date
Công Ty Cổ Phần Xây Dựng Hợp Lực,Cán Bộ An Toàn,https://www.vietnamworks.com/can-bo-an-toan-13-1638568-jv/?source=searchResults&searchType=2&placement=1643318&sortBy=date
Công Ty TNHH Bando Vina,Tay Ninh-Garment FOB Merchandiser / Quản Lý Đơn Hàng (Experienced/ Có Kinh Nghiệm),https://www.vietnamworks.com/tay-ninh-garment-fob-merchandiser-quan-ly-don-hang-experienced-co-kinh-nghiem-1642498-jv/?source=searchResults&searchType=2&placement=1647248&sortBy=date
Công Ty TNHH Phát Triển Thương Mại Hợp Lực,Kế Toán Trưởng,https://www.vietnamworks.com/ke-toan-truong-3052-1634814-jv/?source=searchResults&searchType=2&placement=1639564&sortBy=date
VietnamWorks' Client,HRM (Biomass Trading Company in District 3),https://www.vietnamworks.com/hrm-biomass-trading-company-in-district-3-1646417-jv/?source=searchResults&searchType=2&placement=1651167&sortBy=date
Công Ty TNHH Khoa Học Và Công Nghệ Saticus,Kỹ Sư Kinh Doanh,https://www.vietnamworks.com/ky-su-kinh-doanh-55-1646391-jv/?source=searchResults&searchType=2&placement=1651141&sortBy=date
Trường Quốc Tế Blue Ridge / Blue Ridge International School (Bris),Nhân Viên Tư Vấn Tuyển Sinh,https://www.vietnamworks.com/nhan-vien-tu-van-tuyen-sinh-219-2-1646415-jv/?source=searchResults&searchType=2&placement=1651165&sortBy=date
United Overseas Bank (Vietnam) Limited,Personal Financial Services Secured Sales Support,https://www.vietnamworks.com/personal-financial-services-secured-sales-support-1646410-jv/?source=searchResults&searchType=2&placement=1651160&sortBy=date
Công Ty TNHH Roha Dyechem Việt Nam,Giám Đốc Sản Xuất/ Production Manager,https://www.vietnamworks.com/giam-doc-san-xuat-production-manager-8-1646407-jv/?source=searchResults&searchType=2&placement=1651157&sortBy=date
United Overseas Bank (Vietnam) Limited,Mortgage Loan Product Manager,https://www.vietnamworks.com/mortgage-loan-product-manager-1646408-jv/?source=searchResults&searchType=2&placement=1651158&sortBy=date
VietnamWorks' Client,Graphic Designer,https://www.vietnamworks.com/graphic-designer-1054-2-1-1646398-jv/?source=searchResults&searchType=2&placement=1651148&sortBy=date
United Overseas Bank (Vietnam) Limited,Auto Loan Product Manager,https://www.vietnamworks.com/auto-loan-product-manager-1646405-jv/?source=searchResults&searchType=2&placement=1651155&sortBy=date
Golden Pen,Senior Marketing Executive,https://www.vietnamworks.com/senior-marketing-executive-239-1646288-jv/?source=searchResults&searchType=2&placement=1651038&sortBy=date
Navigos Search,Senior Sales (B2B),https://www.vietnamworks.com/senior-sales-b2b-2-1646400-jv/?source=searchResults&searchType=2&placement=1651150&sortBy=date
Delta International JSC,Chuyên Viên Kế Toán,https://www.vietnamworks.com/chuyen-vien-ke-toan-354-1640058-jv/?source=searchResults&searchType=2&placement=1644808&sortBy=date
Công Ty TNHH Dịch Vụ Và Sản Xuất Bao Bì BIG Sun,Nhân Viên Kinh Doanh,https://www.vietnamworks.com/nhan-vien-kinh-doanh-11497-1639640-jv/?source=searchResults&searchType=2&placement=1644390&sortBy=date
Công Ty Cổ Phần Sữa Việt Nam (Vinamilk),Nhân Viên KCS Trạm Sữa,https://www.vietnamworks.com/nhan-vien-kcs-tram-sua-1-2-1-1627277-jv/?source=searchResults&searchType=2&placement=1632027&sortBy=date
Earlier Future Limited,Python Developer,https://www.vietnamworks.com/python-developer-58-1633719-jv/?source=searchResults&searchType=2&placement=1638469&sortBy=date
Công Ty Cổ Phần HT Global Company,Biên Kịch (Giới Tính Nam) Lương Cứng Upto 15 Triệu Đồng,https://www.vietnamworks.com/bien-kich-gioi-tinh-nam-luong-cung-upto-15-trieu-dong-1639858-jv/?source=searchResults&searchType=2&placement=1644608&sortBy=date
Ngân Hàng TMCP Á Châu (ACB),IT - Chuyên Viên Phân Tích An Ninh Mạng,https://www.vietnamworks.com/it-chuyen-vien-phan-tich-an-ninh-mang-1-1639827-jv/?source=searchResults&searchType=2&placement=1644577&sortBy=date
Công Ty Cổ Phần HT Global Company,Leader Digital Marketing Lương Cứng Upto 25 Triệu Đồng,https://www.vietnamworks.com/leader-digital-marketing-luong-cung-upto-25-trieu-dong-1639854-jv/?source=searchResults&searchType=2&placement=1644604&sortBy=date
Bee Logistics Corporation,Nhân Viên Khai Báo Hải Quan,https://www.vietnamworks.com/nhan-vien-khai-bao-hai-quan-127-1640033-jv/?source=searchResults&searchType=2&placement=1644783&sortBy=date
Công Ty TNHH KSM Eng VINA,Quản Lý Bộ Phận Kiểm Tra Chất Lượng ( QC ),https://www.vietnamworks.com/quan-ly-bo-phan-kiem-tra-chat-luong-qc-1644879-jv/?source=searchResults&searchType=2&placement=1649629&sortBy=date
Nature Gift PHARMA JSC,Trưởng Nhóm Kinh Doanh,https://www.vietnamworks.com/truong-nhom-kinh-doanh-284-1644830-jv/?source=searchResults&searchType=2&placement=1649580&sortBy=date
Công Ty Cổ Phần Cảng MIPEC,Nhân Viên Vận Hành Cần Trục Giàn QC / Rtg,https://www.vietnamworks.com/nhan-vien-van-hanh-can-truc-gian-qc-rtg-1644794-jv/?source=searchResults&searchType=2&placement=1649544&sortBy=date
"Fukoku Vietnam Co., Ltd.",Production Supervisor (Giám Sát Phòng Sản Xuất),https://www.vietnamworks.com/production-supervisor-giam-sat-phong-san-xuat-8-1-1-1-1-1-1-1-2-1-1-1-1-1-1-1-1-1-1-1640343-jv/?source=searchResults&searchType=2&placement=1645093&sortBy=date
Sherpani,"Junior Creative Graphic Designer, Marketing Associate (Female Only)",https://www.vietnamworks.com/junior-creative-graphic-designer-marketing-associate-female-only-1-1640271-jv/?source=searchResults&searchType=2&placement=1645021&sortBy=date
"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Kỹ Sư Quản Trị Mạng,https://www.vietnamworks.com/ky-su-quan-tri-mang-10-1-1640282-jv/?source=searchResults&searchType=2&placement=1645032&sortBy=date
Công Ty Trách Nhiệm Hữu Hạn Chứng Khoán Maybank,"Senior Executive-Assistant Manager, Internal Audit",https://www.vietnamworks.com/senior-executive-assistant-manager-internal-audit-1637673-jv/?source=searchResults&searchType=2&placement=1642423&sortBy=date
"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Chuyên Viên Triển Khai Dự Án,https://www.vietnamworks.com/chuyen-vien-trien-khai-du-an-97-1-1640294-jv/?source=searchResults&searchType=2&placement=1645044&sortBy=date
Timo,[HCM] Executive Operation Lead,https://www.vietnamworks.com/hcm-executive-operation-lead-1640124-jv/?source=searchResults&searchType=2&placement=1644874&sortBy=date
Tập Đoàn Sơn Hà Xanh,"Giám Đốc Marketing Tại Hà Đông ($1,500 - $2000)",https://www.vietnamworks.com/giam-doc-marketing-tai-ha-dong-1-500-2000-1-1640338-jv/?source=searchResults&searchType=2&placement=1645088&sortBy=date
VietnamWorks' Client,Giám Đốc Vận Hành (40-60Tr),https://www.vietnamworks.com/giam-doc-van-hanh-40-60tr-1639922-jv/?source=searchResults&searchType=2&placement=1644672&sortBy=date
Công Ty TNHH Shopee Xpress,Senior Finance Planning & Analysis,https://www.vietnamworks.com/senior-finance-planning-analysis-2-1-1639995-jv/?source=searchResults&searchType=2&placement=1644745&sortBy=date
APL Logistics Vietnam Company Limited,HP - CFS Warehouse Assistant Manager,https://www.vietnamworks.com/hp-cfs-warehouse-assistant-manager-1640133-jv/?source=searchResults&searchType=2&placement=1644883&sortBy=date
Shinhan Bank Vietnam,Card Settlement And Dispute,https://www.vietnamworks.com/card-settlement-and-dispute-1-2-1639535-jv/?source=searchResults&searchType=2&placement=1644285&sortBy=date
Shinhan Bank Vietnam,Card Delivery,https://www.vietnamworks.com/card-delivery-1639542-jv/?source=searchResults&searchType=2&placement=1644292&sortBy=date
Shinhan Bank Vietnam,Corporate Loan Officer - Chuyên Viên Thẩm Định Tín Dụng Doanh Nghiệp,https://www.vietnamworks.com/corporate-loan-officer-chuyen-vien-tham-dinh-tin-dung-doanh-nghiep-1639543-jv/?source=searchResults&searchType=2&placement=1644293&sortBy=date
Ngân Hàng TMCP Đông Nam Á (SeABank),Giám Đốc Vận Hành Tỉnh,https://www.vietnamworks.com/giam-doc-van-hanh-tinh-1627584-jv/?source=searchResults&searchType=2&placement=1632334&sortBy=date
Nest By AIA (AIA Viet Nam),Chuyên Viên Tư Vấn Tài Chính Và Quan Hệ Khách Hàng - Relationship Manager Hot Job,https://www.vietnamworks.com/chuyen-vien-tu-van-tai-chinh-va-quan-he-khach-hang-relationship-manager-hot-job-1638172-jv/?source=searchResults&searchType=2&placement=1642922&sortBy=date
TNI King Coffee,Strategic Business Manager for Greater China,https://www.vietnamworks.com/strategic-business-manager-for-greater-china-1639580-jv/?source=searchResults&searchType=2&placement=1644330&sortBy=date
Tập Đoàn BRG (BRG GROUP),Phó Tổng Giám Đốc Phụ Trách Kinh Doanh (Mảng Khách Sạn),https://www.vietnamworks.com/pho-tong-giam-doc-phu-trach-kinh-doanh-mang-khach-san-1-1639652-jv/?source=searchResults&searchType=2&placement=1644402&sortBy=date
Tập Đoàn Sơn Hà Xanh,"Giám Đốc Marketing Tại Hà Đông ($1,500 - $2000)",https://www.vietnamworks.com/giam-doc-marketing-tai-ha-dong-1-500-2000-1-1640338-jv/?source=searchResults&searchType=2&placement=1645138&sortBy=date
VietnamWorks' Client,Giám Đốc Vận Hành (40-60Tr),https://www.vietnamworks.com/giam-doc-van-hanh-40-60tr-1639922-jv/?source=searchResults&searchType=2&placement=1644722&sortBy=date
Công Ty TNHH Shopee Xpress,Senior Finance Planning & Analysis,https://www.vietnamworks.com/senior-finance-planning-analysis-2-1-1639995-jv/?source=searchResults&searchType=2&placement=1644795&sortBy=date
APL Logistics Vietnam Company Limited,HP - CFS Warehouse Assistant Manager,https://www.vietnamworks.com/hp-cfs-warehouse-assistant-manager-1640133-jv/?source=searchResults&searchType=2&placement=1644933&sortBy=date
Công Ty TNHH CCIPY Việt Nam,QA Assistant (Work in Phu Yen),https://www.vietnamworks.com/qa-assistant-work-in-phu-yen-1-1-1644489-jv/?source=searchResults&searchType=2&placement=1649289&sortBy=date
Sonha Spice / Pacific Basin Partnership - Mitani Corporation,Nhân Viên Xuất Nhập Khẩu (Hải Quản),https://www.vietnamworks.com/nhan-vien-xuat-nhap-khau-hai-quan-22-1644467-jv/?source=searchResults&searchType=2&placement=1649267&sortBy=date
Iljin Diamond Vina,[Iljin Diamond Vina] Production Engineers - Ha Nam Province (Kỹ Sư Sản Xuất - Làm Việc Tại Hà Nam),https://www.vietnamworks.com/iljin-diamond-vina-production-engineers-ha-nam-province-ky-su-san-xuat-lam-viec-tai-ha-nam-2-2-2-1-1-1644469-jv/?source=searchResults&searchType=2&placement=1649269&sortBy=date
Bosch Global Software Technologies Company Limited,Software Product Quality Engineering,https://www.vietnamworks.com/software-product-quality-engineering-1-1644550-jv/?source=searchResults&searchType=2&placement=1649350&sortBy=date
Công Ty Cổ Phần Gogox Việt Nam,"Nhân Viên Kinh Doanh (B2B, Lĩnh Vực Vận Chuyển Đường Bộ)",https://www.vietnamworks.com/nhan-vien-kinh-doanh-b2b-linh-vuc-van-chuyen-duong-bo-1630544-jv/?source=searchResults&searchType=2&placement=1635344&sortBy=date
Công Ty Dệt Jomu (Việt Nam) TNHH,Trợ Lý Sản Xuất Tiếng Trung - Production Assistant (Chinese),https://www.vietnamworks.com/tro-ly-san-xuat-tieng-trung-production-assistant-chinese-1-1-1644535-jv/?source=searchResults&searchType=2&placement=1649335&sortBy=date
Hệ Thống Trường Quốc Tế Tây Úc,Giáo Viên Mầm Non,https://www.vietnamworks.com/giao-vien-mam-non-148-1-2-1-1-2-1-1-1644490-jv/?source=searchResults&searchType=2&placement=1649290&sortBy=date
"Bibus Vietnam E & C Co., Ltd.",Nhân Viên Bán Hàng Kỹ Thuật / Sales Engineer Lương Thưởng Hấp Dẫn,https://www.vietnamworks.com/nhan-vien-ban-hang-ky-thuat-sales-engineer-luong-thuong-hap-dan-1-1644553-jv/?source=searchResults&searchType=2&placement=1649353&sortBy=date
Công Ty TNHH Thủ Công Mỹ Nghệ Và Nội Thất Ngọc Sơn,Nhân Viên Kỹ Thuật Phát Triển Sản Phẩm (Có Xe Đưa Đón Nội Thành - Nhà Máy),https://www.vietnamworks.com/nhan-vien-ky-thuat-phat-trien-san-pham-co-xe-dua-don-noi-thanh-nha-may-1-1644463-jv/?source=searchResults&searchType=2&placement=1649263&sortBy=date
Shinhan Bank Vietnam,Card Settlement And Dispute,https://www.vietnamworks.com/card-settlement-and-dispute-1-2-1639535-jv/?source=searchResults&searchType=2&placement=1644335&sortBy=date
Shinhan Bank Vietnam,Card Delivery,https://www.vietnamworks.com/card-delivery-1639542-jv/?source=searchResults&searchType=2&placement=1644342&sortBy=date
